visitorid,first_seen,last_seen,total_events,total_views,unique_items,unique_categories,avg_price_viewed,max_price_viewed,avg_availability,has_converted,user_tenure_days,events_per_day,conversion_rate
411,2015-06-24 18:10:38.102,2015-06-24 18:16:58.933,43,43,5,2,1005640617.7674419,21620473560.0,0.7441860465116279,0,1,43.0,0.0
412,2015-07-17 18:39:58.873,2015-07-17 18:39:58.873,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
413,2015-07-13 02:39:52.925,2015-07-20 05:41:27.680,36,36,4,2,16067.088000000002,119760.0,0.6388888888888888,0,7,5.142857142857143,0.0
414,2015-08-26 21:13:49.734,2015-08-26 21:13:49.734,10,10,1,1,67204.8,311880.0,0.5,0,1,10.0,0.0
415,2015-07-30 19:47:44.565,2015-07-30 19:47:44.565,6,6,1,1,11473838.0,68808000.0,1.0,0,1,6.0,0.0
416,2015-05-15 04:10:01.735,2015-05-15 04:19:30.663,64,48,1,1,18208.5,28080.0,0.5,0,1,64.0,0.0
417,2015-07-17 17:30:21.397,2015-07-17 17:30:21.397,3,3,1,1,35748.0,107160.0,0.0,0,1,3.0,0.0
418,2015-07-29 14:39:27.553,2015-07-29 14:39:27.553,12,12,1,1,84460.0,97440.0,1.0,0,1,12.0,0.0
419,2015-07-29 02:57:46.756,2015-07-29 05:03:12.695,66,34,3,1,17463.3,26400.0,0.5,1,1,66.0,0.029411764705882353
420,2015-06-23 04:41:14.441,2015-06-23 05:04:42.634,146,67,8,1,10048.684931506848,15360.0,0.7054794520547946,0,1,146.0,0.0
421,2015-05-23 17:15:36.009,2015-05-23 17:15:36.009,12,12,1,1,67240.0,95880.0,0.5,0,1,12.0,0.0
422,2015-09-11 22:11:16.824,2015-09-11 22:11:16.824,6,6,1,2,3008.0,8760.0,0.0,0,1,6.0,0.0
423,2015-05-06 01:44:46.686,2015-05-06 01:44:46.686,10,10,1,1,247634.4,419880.0,0.5,0,1,10.0,0.0
424,2015-05-27 17:33:59.239,2015-05-27 17:33:59.239,4,4,1,1,18903.0,65760.0,0.0,0,1,4.0,0.0
425,2015-08-18 18:29:50.521,2015-09-03 03:55:19.510,2,2,1,0,0.0,0.0,0.0,0,15,0.13333333333333333,0.0
426,2015-06-27 16:20:38.002,2015-06-27 16:32:39.678,19,19,2,1,84963.33333333333,116280.0,1.0,0,1,19.0,0.0
427,2015-08-27 20:20:55.933,2015-08-27 20:20:55.933,3,3,1,1,61654.48,184536.24,0.0,0,1,3.0,0.0
428,2015-05-15 05:49:10.314,2015-05-15 05:49:10.314,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
429,2015-09-07 13:50:14.267,2015-09-07 18:00:55.629,6,6,1,1,20820.0,39600.0,1.0,0,1,6.0,0.0
430,2015-09-05 23:32:30.056,2015-09-05 23:32:30.056,3,3,1,1,40208.0,97320.0,0.0,0,1,3.0,0.0
431,2015-08-28 21:48:53.509,2015-08-28 21:48:53.509,1,1,1,1,8760.0,8760.0,0.0,0,1,1.0,0.0
432,2015-06-29 02:47:41.469,2015-06-29 02:48:10.989,20,20,1,1,43872.0,47880.0,0.5,0,1,20.0,0.0
433,2015-07-29 17:12:00.432,2015-07-29 17:12:00.432,5,5,1,1,731323.2,3557916.0,0.0,0,1,5.0,0.0
434,2015-08-16 20:41:24.484,2015-08-16 20:41:24.484,22,22,1,1,44263.63636363636,59280.0,0.5,0,1,22.0,0.0
435,2015-08-16 22:24:10.156,2015-08-16 22:24:10.156,22,22,1,1,90067.63636363637,176760.0,0.5,0,1,22.0,0.0
436,2015-06-17 05:38:43.221,2015-06-17 05:40:50.076,18,18,2,2,907278.6666666666,8009064.0,0.5,0,1,18.0,0.0
437,2015-06-02 16:44:51.935,2015-06-02 16:44:51.935,8,8,1,1,51900.0,55680.0,1.0,0,1,8.0,0.0
438,2015-06-22 05:57:45.659,2015-06-22 05:57:45.659,10,10,1,1,37711.2,65400.0,1.0,0,1,10.0,0.0
439,2015-07-04 04:04:00.351,2015-07-04 04:04:00.351,2,2,1,1,141552.0,283080.0,0.0,0,1,2.0,0.0
440,2015-06-28 03:10:41.661,2015-06-28 03:10:41.661,20,20,1,1,46496.4,60840.0,0.5,0,1,20.0,0.0
441,2015-06-11 04:33:28.691,2015-06-11 04:33:28.691,3,3,1,1,5964.0,17520.0,0.0,0,1,3.0,0.0
442,2015-05-08 14:20:50.711,2015-05-08 14:20:50.711,11,11,1,1,186246.54545454544,302640.0,1.0,0,1,11.0,0.0
443,2015-07-18 20:20:40.277,2015-07-18 20:20:40.277,6,6,1,1,40236.0,48048.0,0.5,0,1,6.0,0.0
444,2015-06-17 16:25:00.540,2015-06-17 16:51:19.207,42,42,1,1,325666.28571428574,431880.0,0.5,0,1,42.0,0.0
445,2015-08-07 18:08:50.634,2015-08-07 18:08:50.634,26,26,1,1,174228.0,226800.0,0.5,0,1,26.0,0.0
446,2015-07-20 20:13:50.267,2015-07-20 20:13:50.267,3,3,1,1,1204756.4000000001,3614160.0,0.0,0,1,3.0,0.0
447,2015-07-03 22:08:05.036,2015-07-03 22:08:05.036,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
448,2015-08-12 16:52:41.089,2015-08-12 16:52:41.089,4,4,1,1,14911.2,57120.0,0.0,0,1,4.0,0.0
449,2015-08-02 20:54:36.755,2015-08-02 20:56:45.400,29,29,2,1,62126.57142857143,94680.0,0.5,0,1,29.0,0.0
450,2015-05-05 22:27:06.683,2015-05-05 22:27:06.683,4,4,1,1,24130.5,64800.0,0.0,0,1,4.0,0.0
451,2015-07-02 04:01:59.977,2015-07-02 04:05:37.319,20,20,2,1,253900.8,497760.0,0.5,0,1,20.0,0.0
452,2015-06-14 00:26:28.276,2015-06-14 00:26:28.276,26,26,1,1,21760.615384615383,28440.0,0.5,0,1,26.0,0.0
453,2015-07-27 02:58:10.935,2015-07-27 02:58:10.935,10,10,1,1,71257961.544,712422660.0,0.0,0,1,10.0,0.0
454,2015-06-05 03:52:13.575,2015-06-10 00:01:54.488,32,32,1,1,17384.58,34894.32,0.0,0,4,8.0,0.0
455,2015-05-21 03:25:38.824,2015-05-21 03:25:38.824,12,12,1,1,4001988362312.0,24011929544880.0,0.5,0,1,12.0,0.0
456,2015-05-17 14:12:34.734,2015-05-17 14:12:34.734,4,4,1,2,7593.6,15000.0,0.0,0,1,4.0,0.0
457,2015-08-24 20:12:45.745,2015-08-24 20:12:45.745,4,4,1,2,14340.0,28320.0,0.0,0,1,4.0,0.0
458,2015-06-02 00:57:15.665,2015-06-02 00:59:31.686,4,4,1,1,480798684.0,961086288.0,0.0,0,1,4.0,0.0
459,2015-08-05 05:42:01.886,2015-08-05 05:42:01.886,12,12,1,1,39354.06,461760.0,0.0,0,1,12.0,0.0
460,2015-09-12 04:08:48.649,2015-09-12 04:08:48.649,4,4,1,1,11013.0,25680.0,0.0,0,1,4.0,0.0
461,2015-09-08 16:51:08.055,2015-09-08 16:51:09.992,4,4,1,1,84486.0,168960.0,0.0,0,1,4.0,0.0
462,2015-08-30 06:23:18.543,2015-08-30 06:23:18.543,3,3,1,1,91576.40000000001,257880.0,0.0,0,1,3.0,0.0
463,2015-08-25 20:49:59.195,2015-08-25 20:49:59.195,3,3,1,1,7196.0,21120.0,0.0,0,1,3.0,0.0
464,2015-08-10 03:25:41.908,2015-08-10 03:26:33.312,26,26,2,1,44757.230769230766,119880.0,0.5,0,1,26.0,0.0
465,2015-08-09 01:18:07.298,2015-08-09 01:18:07.298,4,4,1,1,14225.4,45720.0,0.0,0,1,4.0,0.0
466,2015-05-31 00:04:49.361,2015-05-31 00:04:49.361,8,8,1,1,25782.0,34080.0,0.5,0,1,8.0,0.0
467,2015-07-05 00:55:36.431,2015-07-05 00:55:36.431,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
468,2015-07-15 02:11:28.634,2015-07-15 02:11:59.054,12,12,2,1,598599.2999999999,6976800.0,0.5,0,1,12.0,0.0
469,2015-08-04 18:29:55.258,2015-08-04 21:02:10.134,72,72,2,2,303663177.3333333,6855486900.0,0.5,0,1,72.0,0.0
470,2015-07-23 18:21:39.566,2015-07-23 18:21:39.566,18,18,1,1,229808.0,323880.0,0.5,0,1,18.0,0.0
471,2015-08-25 20:15:16.600,2015-08-25 20:15:16.600,26,26,1,1,31288.338461538464,42240.0,0.5,0,1,26.0,0.0
472,2015-06-03 16:57:34.280,2015-06-03 16:57:34.280,3,3,1,1,6098.8,18240.0,0.0,0,1,3.0,0.0
473,2015-05-15 22:55:46.425,2015-05-15 22:55:46.425,4,4,1,1,31237.5,86400.0,0.0,0,1,4.0,0.0
474,2015-07-06 01:38:35.928,2015-08-01 04:42:41.031,18,18,2,1,41548.091,67680.0,0.6666666666666666,0,26,0.6923076923076923,0.0
475,2015-08-19 00:31:15.024,2015-08-19 00:32:10.719,28,28,2,1,179921.14285714287,244560.0,0.5,0,1,28.0,0.0
476,2015-06-03 00:54:11.595,2015-06-03 00:54:11.595,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
477,2015-08-18 15:44:50.588,2015-08-18 15:48:45.478,4,4,1,1,3966.0,7920.0,0.0,0,1,4.0,0.0
478,2015-08-31 16:32:53.964,2015-08-31 16:32:53.964,10,10,1,1,292891.2,505080.0,0.5,0,1,10.0,0.0
479,2015-07-22 14:44:54.543,2015-07-22 14:46:30.087,20,20,1,1,11294.4,20040.0,0.5,0,1,20.0,0.0
480,2015-05-20 16:42:01.684,2015-05-20 16:42:01.684,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
481,2015-08-06 15:26:14.249,2015-08-06 15:26:14.249,10,10,1,1,54888.0,65880.0,0.5,0,1,10.0,0.0
482,2015-05-24 04:31:56.597,2015-07-23 16:55:31.507,22,22,2,2,63944.181818181816,504156.0,0.5,0,60,0.36666666666666664,0.0
483,2015-05-19 17:25:59.549,2015-05-19 17:25:59.549,28,28,1,1,273070.1142857143,452880.0,0.5,0,1,28.0,0.0
484,2015-08-21 01:41:09.639,2015-09-10 03:02:34.484,111,111,9,3,237293.84864864865,845880.0,0.3963963963963964,0,20,5.55,0.0
485,2015-08-23 03:05:07.941,2015-08-23 03:29:34.008,70,70,6,7,17960743.782857142,312240000.0,0.5,0,1,70.0,0.0
486,2015-08-05 23:19:06.411,2015-08-05 23:19:06.411,4,4,1,1,177678.0,697320.0,0.0,0,1,4.0,0.0
487,2015-09-06 06:39:51.466,2015-09-06 06:39:51.466,16,16,1,1,181477.5,1137660.0,0.5,0,1,16.0,0.0
488,2015-06-05 06:39:35.428,2015-06-05 06:40:50.309,15,15,2,1,40144.0,92160.0,0.6,0,1,15.0,0.0
489,2015-06-27 14:53:29.180,2015-06-27 14:53:29.180,3,3,1,1,50118.0,121320.0,0.0,0,1,3.0,0.0
490,2015-08-06 17:46:53.786,2015-08-06 17:46:53.786,2,2,1,1,11517180.0,22952400.0,0.0,0,1,2.0,0.0
491,2015-06-16 17:10:40.365,2015-06-16 17:10:40.365,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
492,2015-07-11 14:51:02.181,2015-07-11 14:51:02.181,6,6,1,1,410516.0,1187628.0,0.5,0,1,6.0,0.0
493,2015-06-25 22:20:30.431,2015-06-25 22:20:30.431,14,14,1,1,187948.80000000002,419880.0,0.5,0,1,14.0,0.0
494,2015-05-07 07:05:48.653,2015-05-07 07:05:48.653,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
495,2015-07-13 04:58:31.458,2015-07-13 04:58:31.458,22,22,1,1,100269.81818181818,142680.0,0.5,0,1,22.0,0.0
496,2015-08-05 03:35:38.297,2015-08-18 18:22:24.484,9,9,2,2,804486465.3333334,7240092240.0,0.0,0,13,0.6923076923076923,0.0
497,2015-08-08 19:46:24.677,2015-08-08 19:46:24.677,1,1,1,1,10680.0,10680.0,0.0,0,1,1.0,0.0
498,2015-09-11 04:13:56.082,2015-09-11 04:13:56.082,10,10,1,1,614180.4,923880.0,1.0,0,1,10.0,0.0
499,2015-08-12 01:53:42.256,2015-08-12 01:53:42.256,2,2,1,1,25920.0,28800.0,0.0,0,1,2.0,0.0
500,2015-06-21 16:29:09.940,2015-06-21 16:29:09.940,2,2,1,1,395868.0,785112.0,0.0,0,1,2.0,0.0
501,2015-07-22 12:57:08.605,2015-07-22 12:57:08.605,3,3,1,1,12850.0,32520.0,0.0,0,1,3.0,0.0
502,2015-05-06 17:05:52.271,2015-06-05 17:31:12.971,9,9,2,2,10711.333333333334,52392.0,0.0,0,30,0.3,0.0
503,2015-05-05 15:23:56.501,2015-05-05 15:23:56.501,2,2,1,1,34140.0,51480.0,0.0,0,1,2.0,0.0
504,2015-07-22 05:57:44.257,2015-07-22 05:57:44.257,10,10,1,1,143251.2,200496.0,0.5,0,1,10.0,0.0
505,2015-05-12 21:20:35.880,2015-05-12 21:20:35.880,6,6,1,1,3690.0,11040.0,0.5,0,1,6.0,0.0
506,2015-07-10 23:47:52.651,2015-07-10 23:49:17.903,14,14,2,1,220992.0,284400.0,0.8571428571428571,0,1,14.0,0.0
507,2015-06-08 20:01:19.599,2015-08-27 18:30:31.104,96,96,2,2,318409.125,439320.0,0.9479166666666666,0,79,1.2151898734177216,0.0
508,2015-08-03 05:17:36.703,2015-08-03 05:17:36.703,4,4,1,1,42249.0,61800.0,1.0,0,1,4.0,0.0
509,2015-06-08 23:45:33.562,2015-06-08 23:45:33.562,9,9,1,1,166122.66666666666,192600.0,1.0,0,1,9.0,0.0
510,2015-05-06 23:40:53.642,2015-05-06 23:40:53.642,4,4,1,1,13983.0,38760.0,0.0,0,1,4.0,0.0
511,2015-08-30 17:00:49.064,2015-08-30 17:00:49.064,1,1,1,1,45240.0,45240.0,0.0,0,1,1.0,0.0
512,2015-05-25 16:30:05.264,2015-05-25 16:40:53.928,53,53,3,1,275756.6037735849,563880.0,0.8679245283018868,0,1,53.0,0.0
513,2015-05-30 13:51:44.523,2015-05-30 13:51:44.523,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
514,2015-07-10 18:03:51.694,2015-07-10 18:03:51.694,4,4,1,1,20205.3,68400.0,0.0,0,1,4.0,0.0
515,2015-07-11 21:55:22.916,2015-07-28 06:11:54.967,34,34,4,1,63948.0,88800.0,0.8823529411764706,0,16,2.125,0.0
516,2015-08-23 17:55:50.826,2015-08-23 17:55:50.826,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
517,2015-08-13 01:34:42.806,2015-08-13 01:34:42.806,8,8,1,1,19039.62,151440.0,0.0,0,1,8.0,0.0
518,2015-08-29 18:43:53.272,2015-08-29 18:43:53.272,2,2,1,1,7206.0,14400.0,0.0,0,1,2.0,0.0
519,2015-07-11 16:42:45.348,2015-07-11 16:42:59.228,8,8,1,1,60055.5,239640.0,0.0,0,1,8.0,0.0
520,2015-08-30 22:12:50.366,2015-08-30 22:12:50.366,5,5,1,1,231444.0,1115760.0,0.0,0,1,5.0,0.0
521,2015-07-27 16:01:43.814,2015-07-27 16:01:43.814,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
522,2015-06-07 19:41:42.604,2015-06-07 19:42:46.058,18,18,2,2,217938.66666666666,768168.0,0.7777777777777778,0,1,18.0,0.0
523,2015-07-31 20:24:26.051,2015-07-31 20:24:26.051,32,32,1,2,13068872607372.0,104550980663904.0,0.5,0,1,32.0,0.0
524,2015-07-23 03:10:21.402,2015-07-23 03:10:42.144,52,52,1,1,167195.07692307694,221880.0,0.5,0,1,52.0,0.0
525,2015-07-13 16:59:43.832,2015-07-13 16:59:43.832,4,4,1,1,105006.0,210000.0,0.5,0,1,4.0,0.0
526,2015-06-10 22:30:39.050,2015-06-10 22:30:39.050,12,12,1,1,532644.0,731880.0,0.5,0,1,12.0,0.0
527,2015-06-22 19:10:36.713,2015-06-22 19:10:36.713,14,14,1,1,30491.14285714286,53040.0,0.5,0,1,14.0,0.0
528,2015-05-19 22:02:43.770,2015-05-19 22:02:43.770,16,16,1,1,50315.25,74160.0,0.5,0,1,16.0,0.0
529,2015-07-31 21:57:46.806,2015-07-31 21:57:46.806,7,7,1,1,3222.0,6120.0,1.0,0,1,7.0,0.0
530,2015-05-25 04:09:36.743,2015-05-25 04:39:27.365,9,9,2,2,157122.66666666666,589200.0,0.0,0,1,9.0,0.0
531,2015-05-28 19:57:18.542,2015-05-28 20:09:32.219,38,38,2,1,131678.52631578947,221880.0,0.5,0,1,38.0,0.0
532,2015-07-02 04:44:11.715,2015-07-02 04:44:11.715,6,6,1,1,17080.0,18000.0,0.5,0,1,6.0,0.0
533,2015-06-01 19:45:28.975,2015-06-01 19:45:28.975,3,3,1,1,6010.599999999999,18000.0,0.0,0,1,3.0,0.0
534,2015-08-04 05:25:14.747,2015-08-04 05:25:14.747,10,10,1,2,8198.4,11592.0,1.0,0,1,10.0,0.0
535,2015-06-27 20:46:09.824,2015-09-16 21:40:08.738,14,14,2,2,168169.7142857143,518160.0,0.5,0,81,0.1728395061728395,0.0
536,2015-08-01 01:43:35.588,2015-08-01 01:43:35.588,10,10,1,1,20177.004,194520.0,0.0,0,1,10.0,0.0
537,2015-06-16 20:24:25.787,2015-06-16 20:24:25.787,8,8,1,1,40440.0,45120.0,0.5,0,1,8.0,0.0
538,2015-06-11 04:34:04.527,2015-06-11 04:34:04.527,2,2,1,1,4080.0,5160.0,0.0,0,1,2.0,0.0
539,2015-06-16 05:36:01.688,2015-06-16 16:09:52.149,49,28,1,1,32394.85714285714,41040.0,1.0,1,1,49.0,0.03571428571428571
540,2015-08-25 17:27:08.713,2015-08-25 17:27:08.713,3,3,1,1,29840.0,68760.0,0.0,0,1,3.0,0.0
541,2015-07-09 03:40:46.280,2015-07-13 03:49:00.805,32,32,1,1,36375.000375,46320.0,1.0,0,4,8.0,0.0
542,2015-05-14 16:56:34.009,2015-05-14 16:58:17.986,4,4,2,1,12288.0,26880.0,0.0,0,1,4.0,0.0
543,2015-08-11 18:52:03.484,2015-08-11 18:52:03.484,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
544,2015-06-17 14:22:29.719,2015-06-17 14:22:29.719,3,3,1,1,48032.0,127320.0,0.0,0,1,3.0,0.0
545,2015-08-14 17:23:26.910,2015-08-14 17:23:26.910,3,3,1,1,80384.0,224160.0,0.0,0,1,3.0,0.0
546,2015-09-13 15:27:30.422,2015-09-13 15:27:30.422,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
547,2015-07-10 19:33:01.005,2015-07-10 19:33:01.005,44,44,1,2,112440.0,208080.0,0.5,0,1,44.0,0.0
548,2015-07-29 16:37:10.945,2015-07-29 16:37:10.945,3,3,1,1,9556.0,24432.0,0.0,0,1,3.0,0.0
549,2015-07-07 03:29:16.747,2015-07-07 04:44:17.304,185,185,17,4,30239.156756756758,156000.0,0.6378378378378379,0,1,185.0,0.0
550,2015-06-26 22:28:01.309,2015-06-26 22:28:01.309,4,4,1,1,16113.0,17772.0,1.0,0,1,4.0,0.0
551,2015-08-06 01:32:38.055,2015-08-06 01:32:38.055,8,8,1,1,56715.0,69360.0,1.0,0,1,8.0,0.0
552,2015-06-08 18:38:09.581,2015-06-08 18:38:09.581,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
553,2015-05-06 23:13:02.876,2015-07-13 18:26:58.757,20,20,2,2,161538.6,228120.0,1.0,0,67,0.29850746268656714,0.0
554,2015-05-18 01:55:34.376,2015-05-18 01:55:34.376,3,3,1,3,100200.0,100200.0,0.0,0,1,3.0,0.0
555,2015-09-06 20:51:48.060,2015-09-06 20:51:48.060,4,4,1,1,4831.2,18960.0,0.0,0,1,4.0,0.0
556,2015-08-24 20:25:39.309,2015-08-24 20:26:35.165,56,56,1,1,134080.2857142857,207480.0,0.5,0,1,56.0,0.0
557,2015-06-28 15:41:29.880,2015-06-28 15:41:29.880,1,1,1,1,94320.0,94320.0,0.0,0,1,1.0,0.0
558,2015-07-08 08:32:08.221,2015-07-08 08:32:08.221,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
559,2015-06-11 07:40:19.997,2015-06-11 07:40:19.997,4,4,1,1,11223.0,38880.0,0.0,0,1,4.0,0.0
560,2015-07-25 19:58:47.726,2015-07-25 19:58:47.726,26,26,1,1,183769.2923076923,684600.0,0.5,0,1,26.0,0.0
561,2015-09-15 02:38:01.608,2015-09-15 02:38:01.608,30,30,1,1,710435282.4,10656185400.0,0.5,0,1,30.0,0.0
562,2015-09-09 20:50:42.124,2015-09-09 20:50:42.124,6,6,1,3,142200.0,147600.0,0.0,0,1,6.0,0.0
563,2015-07-31 03:19:56.590,2015-07-31 03:19:56.590,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
564,2015-06-21 23:34:02.998,2015-06-21 23:34:02.998,30,30,1,1,56720.8,71400.0,0.5,0,1,30.0,0.0
565,2015-06-11 20:14:42.706,2015-06-11 20:14:42.706,16,16,1,1,111180.5325,299880.0,1.0,0,1,16.0,0.0
566,2015-07-27 16:10:50.260,2015-07-27 16:10:50.260,3,3,1,1,11940.0,24000.0,0.0,0,1,3.0,0.0
567,2015-07-05 16:03:40.090,2015-07-05 16:03:40.090,16,16,1,1,38239.35,74088.0,0.5,0,1,16.0,0.0
568,2015-07-02 22:27:14.342,2015-07-02 22:33:21.630,12,12,1,1,50140.0,115380.0,0.5,0,1,12.0,0.0
569,2015-08-15 14:11:03.856,2015-08-15 14:11:03.856,4,4,1,1,544137.0,2164284.0,0.0,0,1,4.0,0.0
570,2015-05-19 01:41:14.846,2015-05-19 01:48:40.967,45,45,2,1,147144.76693333333,358920.0,0.6888888888888889,0,1,45.0,0.0
571,2015-06-23 18:48:41.882,2015-06-23 18:48:41.882,6,6,1,1,25760.36,150000.0,0.0,0,1,6.0,0.0
572,2015-06-07 03:22:18.285,2015-06-07 03:22:18.285,1,1,1,1,47880.0,47880.0,0.0,0,1,1.0,0.0
573,2015-06-15 03:02:00.731,2015-06-15 03:02:00.731,1,1,1,1,5160.0,5160.0,0.0,0,1,1.0,0.0
574,2015-07-02 20:18:52.021,2015-07-02 20:18:52.021,44,44,1,1,32580285.70909091,713143824.0,0.5,0,1,44.0,0.0
575,2015-06-25 04:36:57.174,2015-06-25 04:36:57.174,24,24,1,1,172347.0,222720.0,0.5,0,1,24.0,0.0
576,2015-05-17 13:11:20.608,2015-07-09 13:31:11.455,120,120,3,4,71476.7,305880.0,0.5166666666666667,0,53,2.2641509433962264,0.0
577,2015-07-02 19:38:25.302,2015-07-02 19:53:10.594,144,144,2,1,21583.333333333332,27480.0,0.5,0,1,144.0,0.0
578,2015-07-18 01:58:01.319,2015-07-18 01:58:01.319,1,1,1,1,7320.0,7320.0,0.0,0,1,1.0,0.0
579,2015-08-04 02:46:21.851,2015-09-12 23:23:35.425,8,8,2,2,15513.0,20760.0,1.0,0,39,0.20512820512820512,0.0
580,2015-08-02 03:12:33.307,2015-08-02 03:16:09.984,2,2,1,0,0.0,0.0,0.0,0,1,2.0,0.0
581,2015-06-01 16:16:35.350,2015-06-01 16:16:35.350,10,10,1,1,51290.4,169212.0,0.5,0,1,10.0,0.0
582,2015-07-18 15:28:36.228,2015-07-18 15:28:36.228,12,12,1,1,271044.0,340080.0,0.5,0,1,12.0,0.0
583,2015-06-04 00:45:08.328,2015-06-04 00:45:08.328,6,6,1,1,13030.199999999999,76320.0,0.0,0,1,6.0,0.0
584,2015-05-25 13:48:14.184,2015-05-26 00:25:38.071,32,32,1,1,121582.5,179388.0,0.5,0,1,32.0,0.0
585,2015-08-27 01:58:26.039,2015-08-27 01:58:26.039,6,6,1,2,10704.0,31200.0,0.0,0,1,6.0,0.0
586,2015-06-05 02:10:43.217,2015-06-18 02:02:42.462,34,34,3,3,49293.705882352944,72720.0,0.4411764705882353,0,12,2.8333333333333335,0.0
587,2015-07-26 18:52:06.519,2015-07-26 18:52:06.519,4,4,1,1,31737.0,126240.0,0.0,0,1,4.0,0.0
588,2015-07-06 05:21:38.806,2015-07-06 05:24:18.111,16,8,1,1,19170.0,25080.0,0.5,0,1,16.0,0.0
589,2015-09-10 15:06:50.905,2015-09-10 15:08:05.408,38,38,2,1,47246.52631578947,71400.0,0.8157894736842105,0,1,38.0,0.0
590,2015-09-04 19:17:09.315,2015-09-04 19:17:09.315,4,4,1,2,26940.0,53520.0,0.0,0,1,4.0,0.0
591,2015-07-10 20:03:06.733,2015-07-10 20:03:06.733,40,40,1,1,48351.840000000004,104040.0,0.5,0,1,40.0,0.0
592,2015-08-19 04:33:41.865,2015-08-19 04:33:41.865,3,3,1,1,36396.0,70548.0,0.0,0,1,3.0,0.0
593,2015-07-29 17:43:40.292,2015-07-29 17:43:40.292,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
594,2015-07-24 21:38:55.758,2015-07-24 21:38:55.758,3,3,1,1,10752.0,27600.0,0.0,0,1,3.0,0.0
595,2015-05-07 23:07:31.797,2015-05-07 23:07:31.797,3,3,1,1,6521.2,11880.0,0.0,0,1,3.0,0.0
596,2015-06-02 03:52:18.277,2015-06-02 04:02:33.563,2,2,1,0,0.0,0.0,0.0,0,1,2.0,0.0
597,2015-05-21 12:33:32.321,2015-05-21 12:33:32.321,7,7,1,1,44245.71428571428,62520.0,1.0,0,1,7.0,0.0
598,2015-06-26 19:52:19.864,2015-06-26 19:52:19.864,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
599,2015-06-14 06:01:28.162,2015-06-14 06:01:28.162,5,5,1,1,15888.0,17520.0,1.0,0,1,5.0,0.0
600,2015-07-28 22:03:45.200,2015-07-28 22:03:45.200,3,3,1,1,37164.0,57000.0,1.0,0,1,3.0,0.0
601,2015-06-08 22:30:12.047,2015-06-09 22:50:04.889,6,6,1,1,12412.0,36036.0,0.0,0,1,6.0,0.0
602,2015-06-29 17:12:22.340,2015-06-29 17:12:22.340,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
603,2015-08-28 18:11:57.895,2015-08-28 18:11:57.895,12,12,1,1,893012.0,5105136.0,1.0,0,1,12.0,0.0
604,2015-06-04 04:44:43.079,2015-06-09 04:30:49.165,288,288,6,1,14496138.875,277692000.0,1.0,0,4,72.0,0.0
605,2015-07-26 20:10:44.777,2015-07-26 22:12:05.485,15,15,2,1,34717.6,191880.0,0.0,0,1,15.0,0.0
606,2015-09-09 17:26:04.162,2015-09-09 17:26:04.162,5,5,1,1,41139.912,69840.0,1.0,0,1,5.0,0.0
607,2015-07-13 18:28:58.636,2015-07-13 18:28:58.636,8,8,1,1,35253.0,73680.0,0.5,0,1,8.0,0.0
608,2015-08-29 02:23:13.593,2015-08-29 02:23:13.593,10,10,1,1,162770.4,189720.0,1.0,0,1,10.0,0.0
609,2015-08-23 14:46:08.204,2015-08-23 14:47:02.904,4,4,1,1,2826.0,5520.0,0.0,0,1,4.0,0.0
610,2015-07-21 21:03:35.169,2015-07-21 21:03:35.169,30,30,1,1,138688.64,242280.0,0.5,0,1,30.0,0.0
611,2015-08-17 19:45:22.953,2015-08-17 19:45:50.951,42,42,2,1,1262348.5714285714,25164000.0,0.5,0,1,42.0,0.0
612,2015-09-01 08:29:08.500,2015-09-01 08:29:08.500,30,30,1,1,76738.0,178920.0,0.5,0,1,30.0,0.0
613,2015-05-28 21:45:16.500,2015-05-28 21:45:16.500,30,30,1,1,212178.4,258600.0,0.5,0,1,30.0,0.0
614,2015-06-03 08:42:39.633,2015-06-03 08:42:39.633,4,4,1,2,25020.0,49080.0,0.0,0,1,4.0,0.0
615,2015-05-22 14:18:04.390,2015-05-22 14:23:59.882,42,42,1,1,44598.97142857143,60600.0,1.0,0,1,42.0,0.0
616,2015-05-29 14:13:33.070,2015-05-29 14:13:33.070,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
